# Simulation 1 (Up to date),,,,,
# 485 data points written for 6 variables.,,,,,
# Simulation warnings:,,,,,
#   No recovery device defined in the simulation.,,,,,
#,,,,,
# Time (s),Mass (kg),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (m),CG location (m)
# Event SIM_WARN occurred at t=0 seconds: No recovery device defined in the simulation.,,,,,
# Event IGNITION occurred at t=0 seconds,,,,,
# Event LAUNCH occurred at t=0 seconds,,,,,
10.88,1.341,0.069,0.003,0.403,0.333
10.894,1.341,0.069,0.003,0.404,0.333
10.909,1.341,0.069,0.003,0.405,0.333
10.925,1.341,0.069,0.003,0.406,0.333
10.942,1.341,0.069,0.003,0.407,0.333
10.961,1.341,0.069,0.003,0.408,0.333
10.982,1.341,0.069,0.003,0.41,0.333
11.01,1.341,0.069,0.003,0.413,0.333
11.051,1.341,0.069,0.003,0.417,0.333
11.097,1.341,0.069,0.003,0.414,0.333
11.145,1.341,0.069,0.003,0.41,0.333
11.167,1.341,0.069,0.003,0.408,0.333
11.186,1.341,0.069,0.003,0.407,0.333
11.202,1.341,0.069,0.003,0.407,0.333
11.217,1.341,0.069,0.003,0.406,0.333
11.231,1.341,0.069,0.003,0.405,0.333
11.244,1.341,0.069,0.003,0.405,0.333
11.256,1.341,0.069,0.003,0.404,0.333
11.268,1.341,0.069,0.003,0.404,0.333
11.28,1.341,0.069,0.003,0.404,0.333
11.291,1.341,0.069,0.003,0.404,0.333
11.302,1.341,0.069,0.003,0.404,0.333
11.314,1.341,0.069,0.003,0.404,0.333
11.325,1.341,0.069,0.003,0.404,0.333
11.336,1.341,0.069,0.003,0.404,0.333
11.347,1.341,0.069,0.003,0.404,0.333
11.358,1.341,0.069,0.003,0.404,0.333
11.369,1.341,0.069,0.003,0.405,0.333
11.381,1.341,0.069,0.003,0.405,0.333
11.394,1.341,0.069,0.003,0.406,0.333
11.406,1.341,0.069,0.003,0.407,0.333
11.42,1.341,0.069,0.003,0.407,0.333
11.434,1.341,0.069,0.003,0.408,0.333
11.449,1.341,0.069,0.003,0.409,0.333
11.466,1.341,0.069,0.003,0.41,0.333
11.484,1.341,0.069,0.003,0.411,0.333
11.506,1.341,0.069,0.003,0.412,0.333
11.535,1.341,0.069,0.003,0.415,0.333
11.578,1.341,0.069,0.003,0.417,0.333
11.628,1.341,0.069,0.003,0.414,0.333
11.661,1.341,0.069,0.003,0.411,0.333
11.682,1.341,0.069,0.003,0.41,0.333
11.699,1.341,0.069,0.003,0.409,0.333
11.714,1.341,0.069,0.003,0.408,0.333
11.728,1.341,0.069,0.003,0.408,0.333
11.74,1.341,0.069,0.003,0.407,0.333
11.752,1.341,0.069,0.003,0.407,0.333
11.764,1.341,0.069,0.003,0.407,0.333
11.776,1.341,0.069,0.003,0.407,0.333
11.787,1.341,0.069,0.003,0.407,0.333
11.798,1.341,0.069,0.003,0.407,0.333
11.809,1.341,0.069,0.003,0.407,0.333
11.821,1.341,0.069,0.003,0.407,0.333
11.832,1.341,0.069,0.003,0.407,0.333
11.843,1.341,0.069,0.003,0.407,0.333
11.855,1.341,0.069,0.003,0.408,0.333
11.866,1.341,0.069,0.003,0.408,0.333
11.878,1.341,0.069,0.003,0.408,0.333
11.891,1.341,0.069,0.003,0.409,0.333
11.904,1.341,0.069,0.003,0.409,0.333
11.919,1.341,0.069,0.003,0.41,0.333
11.934,1.341,0.069,0.003,0.411,0.333
11.951,1.341,0.069,0.003,0.412,0.333
11.971,1.341,0.069,0.003,0.413,0.333
11.999,1.341,0.069,0.003,0.416,0.333
12.041,1.341,0.069,0.003,0.416,0.333
12.091,1.341,0.069,0.003,0.413,0.333
12.114,1.341,0.069,0.003,0.412,0.333
12.132,1.341,0.069,0.003,0.411,0.333
12.148,1.341,0.069,0.003,0.411,0.333
12.162,1.341,0.069,0.003,0.41,0.333
12.176,1.341,0.069,0.003,0.41,0.333
12.188,1.341,0.069,0.003,0.409,0.333
12.201,1.341,0.069,0.003,0.409,0.333
12.213,1.341,0.069,0.003,0.409,0.333
12.224,1.341,0.069,0.003,0.409,0.333
12.235,1.341,0.069,0.003,0.409,0.333
12.247,1.341,0.069,0.003,0.409,0.333
12.258,1.341,0.069,0.003,0.409,0.333
12.269,1.341,0.069,0.003,0.409,0.333
12.28,1.341,0.069,0.003,0.409,0.333
12.292,1.341,0.069,0.003,0.409,0.333
12.304,1.341,0.069,0.003,0.41,0.333
12.316,1.341,0.069,0.003,0.41,0.333
12.33,1.341,0.069,0.003,0.411,0.333
12.344,1.341,0.069,0.003,0.412,0.333
12.362,1.341,0.069,0.003,0.413,0.333
12.383,1.341,0.069,0.003,0.415,0.333
12.413,1.341,0.069,0.003,0.417,0.333
12.458,1.341,0.069,0.003,0.416,0.333
12.508,1.341,0.069,0.003,0.414,0.333
12.528,1.341,0.069,0.003,0.413,0.333
12.546,1.341,0.069,0.003,0.412,0.333
12.561,1.341,0.069,0.003,0.412,0.333
12.576,1.341,0.069,0.003,0.411,0.333
12.589,1.341,0.069,0.003,0.411,0.333
12.602,1.341,0.069,0.003,0.411,0.333
12.615,1.341,0.069,0.003,0.411,0.333
12.628,1.341,0.069,0.003,0.411,0.333
12.641,1.341,0.069,0.003,0.412,0.333
12.655,1.341,0.069,0.003,0.412,0.333
12.669,1.341,0.069,0.003,0.412,0.333
12.683,1.341,0.069,0.003,0.412,0.333
12.699,1.341,0.069,0.003,0.413,0.333
12.716,1.341,0.069,0.003,0.414,0.333
12.736,1.341,0.069,0.003,0.414,0.333
12.759,1.341,0.069,0.003,0.415,0.333
12.792,1.341,0.069,0.003,0.417,0.333
12.842,1.341,0.069,0.003,0.417,0.333
12.892,1.341,0.069,0.003,0.415,0.333
12.915,1.341,0.069,0.003,0.414,0.333
12.936,1.341,0.069,0.003,0.414,0.333
12.954,1.341,0.069,0.003,0.414,0.333
12.972,1.341,0.069,0.003,0.414,0.333
12.99,1.341,0.069,0.003,0.414,0.333
13.008,1.341,0.069,0.003,0.414,0.333
13.026,1.341,0.069,0.003,0.414,0.333
13.045,1.341,0.069,0.003,0.414,0.333
13.065,1.341,0.069,0.003,0.415,0.333
13.087,1.341,0.069,0.003,0.415,0.333
13.114,1.341,0.069,0.003,0.416,0.333
13.153,1.341,0.069,0.003,0.418,0.333
13.203,1.341,0.069,0.003,0.417,0.333
13.253,1.341,0.069,0.003,0.415,0.333
13.277,1.341,0.069,0.003,0.415,0.333
13.299,1.341,0.069,0.003,0.415,0.333
13.32,1.341,0.069,0.003,0.415,0.333
13.342,1.341,0.069,0.003,0.415,0.333
13.367,1.341,0.069,0.003,0.416,0.333
13.394,1.341,0.069,0.003,0.416,0.333
13.428,1.341,0.069,0.003,0.417,0.333
13.478,1.341,0.069,0.003,0.418,0.333
13.528,1.341,0.069,0.003,0.417,0.333
13.578,1.341,0.069,0.003,0.416,0.333
13.607,1.341,0.069,0.003,0.416,0.333
13.634,1.341,0.069,0.003,0.416,0.333
13.662,1.341,0.069,0.003,0.416,0.333
13.692,1.341,0.069,0.003,0.416,0.333
13.723,1.341,0.069,0.003,0.417,0.333
13.77,1.341,0.069,0.003,0.418,0.333
13.82,1.341,0.069,0.003,0.417,0.333
13.87,1.341,0.069,0.003,0.417,0.333
13.909,1.341,0.069,0.003,0.417,0.333
13.948,1.341,0.069,0.003,0.417,0.333
13.987,1.341,0.069,0.003,0.417,0.333
14.037,1.341,0.069,0.003,0.418,0.333
14.087,1.341,0.069,0.003,0.418,0.333
14.137,1.341,0.069,0.003,0.418,0.333
14.187,1.341,0.069,0.003,0.418,0.333
14.237,1.341,0.069,0.003,0.418,0.333
14.287,1.341,0.069,0.003,0.418,0.333
14.337,1.341,0.069,0.003,0.418,0.333
14.387,1.341,0.069,0.003,0.418,0.333
14.437,1.341,0.069,0.003,0.418,0.333
14.487,1.341,0.069,0.003,0.418,0.333
14.537,1.341,0.069,0.003,0.418,0.333
14.587,1.341,0.069,0.003,0.418,0.333
14.637,1.341,0.069,0.003,0.418,0.333
14.687,1.341,0.069,0.003,0.418,0.333
14.737,1.341,0.069,0.003,0.419,0.333
14.787,1.341,0.069,0.003,0.418,0.333
14.837,1.341,0.069,0.003,0.418,0.333
14.887,1.341,0.069,0.003,0.418,0.333
14.937,1.341,0.069,0.003,0.419,0.333
14.987,1.341,0.069,0.003,0.419,0.333
15.037,1.341,0.069,0.003,0.419,0.333
15.087,1.341,0.069,0.003,0.419,0.333
15.137,1.341,0.069,0.003,0.419,0.333
15.187,1.341,0.069,0.003,0.419,0.333
15.237,1.341,0.069,0.003,0.419,0.333
15.287,1.341,0.069,0.003,0.419,0.333
15.337,1.341,0.069,0.003,0.419,0.333
15.387,1.341,0.069,0.003,0.419,0.333
15.437,1.341,0.069,0.003,0.419,0.333
15.487,1.341,0.069,0.003,0.419,0.333
15.537,1.341,0.069,0.003,0.419,0.333
15.587,1.341,0.069,0.003,0.419,0.333
# Event GROUND_HIT occurred at t=15.637 seconds,,,,,
# Event SIMULATION_END occurred at t=15.637 seconds,,,,,
15.637,1.341,0.069,0.003,0.419,0.333
